0,0.029412,1,0.054945,1,1,0.66667,1,0,0.85714,1,0.33333,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.64706,0.5,0.31868,0,0.5,0.33333,0.33333,0,0.053571,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.11765,1,0.1044,0,0.75,0.66667,0.66667,0,0.53571,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.55882,0.5,0.42308,0,0.75,0.66667,1,0.33333,0.46429,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1
0,0.29412,0.75,0.25824,0,0.5,0.66667,1,1,0.60714,1,0.33333,1,0,0,1,0,1,0,0,0,0,0,1,1
1,0.47059,0.5,0.48901,1,0.5,0.66667,1,1,0.28571,1,0,1,1,0,0,0,1,0,0,0,0,1,0,-1
1,0.29412,0.5,0.14286,0.5,1,0.66667,1,0.33333,0.60714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.47059,0.5,0.36813,0,0.5,0.66667,0.33333,0.66667,0.28571,1,0,0,1,0,0,1,1,0,1,0,0,0,0,-1
1,0.11765,0.5,0.15934,0.75,0.75,0,1,0,0.75,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.33333,0.38235,1,0.27473,0,0,1,0.33333,0.66667,0.16071,1,0.33333,0,0,0,1,0,1,0,0,1,0,0,0,1
0.33333,0.11765,0.5,0.060439,0,0.25,0.33333,0,0.66667,0.10714,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
0,0.64706,0.5,0.22527,0,0.25,0.33333,1,0.33333,0.089286,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0.33333,0.11765,0.5,0.076923,0,0.5,0.33333,0,0.66667,0.053571,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.29412,1,0.054945,0,1,0.66667,1,0.66667,0.73214,1,0.33333,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.16176,0.5,0.065934,0,0.5,0.33333,1,0.66667,0.16071,1,0,0,0,0,1,0,1,0,1,0,0,0,1,-1
0,0.29412,0.5,0.060439,0.25,0.5,0.33333,0.33333,0.66667,0.23214,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0.29412,1,0.12088,1,1,0.66667,1,0.33333,0.60714,1,0.33333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.38235,0,0.43407,1,0.25,0.66667,0.66667,0.66667,0.10714,0,0.66667,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.29412,0.5,0.68132,0,1,0.33333,0.33333,1,0.44643,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1,0.29412,0.5,0.17582,0.5,1,0.66667,0.33333,0.66667,0.21429,1,0,1,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.07353,1,0.1044,0,0.5,0.66667,1,0.66667,0.51786,1,0.66667,0,1,0,1,0,1,0,0,1,0,0,1,-1
0,0.029412,0.5,0.13187,0.5,0.5,0.66667,0.66667,0,0.44643,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-1
0,0.088236,1,0.10989,0,0.25,0.66667,0.66667,0,0.51786,1,0.33333,1,0,1,1,0,1,0,1,0,0,1,0,-1
0.33333,0.11765,1,0.087912,0.25,0.25,0.66667,1,0.33333,0.44643,1,0,0,0,0,0,1,1,0,0,1,0,0,1,-1
1,0.088236,1,0.1044,1,0.5,1,0,0.66667,0.125,1,0.33333,0,0,1,0,0,1,0,0,1,0,0,1,-1
0,0.029412,0.5,0.065934,0,0.5,0.66667,0.33333,0,0.30357,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-1
1,0.029412,0,0.010989,0,1,1,1,0.66667,0.35714,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.66667,0.11765,0.25,0.010989,0.75,0.5,0.33333,0.66667,0,0.41071,1,0.33333,0,0,0,0,0,1,0,1,0,0,0,1,-1
0.33333,0.044117,0.5,0.12088,0,0.5,0.66667,0.33333,0,0.26786,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1
0,0.82353,0.75,0.36264,0,1,0.66667,1,1,0.78571,1,0.33333,0,1,0,0,0,1,0,0,1,0,0,1,1
0.33333,0.20588,0.5,0.093407,0.75,0.25,1,0.66667,0,0.30357,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.29412,0.5,0.20879,0,0.5,0.66667,0.33333,0.66667,0.14286,0.5,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.20588,0.5,0.31319,0.25,0.5,0.66667,0.33333,0.66667,0.19643,1,0.33333,0,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.11765,1,0.060439,1,1,0.66667,1,1,0.67857,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1
0.66667,0.11765,0.5,0.071429,0,0.25,0.33333,0,0.33333,0.25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1
0.33333,0.60294,1,0.24725,0,0.25,0.66667,0.33333,0.33333,0.10714,1,0.33333,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0.64706,1,0.32418,0,0.5,0.66667,0.66667,1,0.21429,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1
0.66667,0.20588,0.5,0.1044,0,0.5,0.66667,0.33333,0,0.32143,0.5,0,0,0,0,0,0,0,1,0,1,0,0,1,1
0.66667,0.088236,0.5,0.054945,0,0.5,0.66667,0.33333,0.66667,0.32143,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.07353,0.5,0.016483,0,0.5,0.66667,0.66667,0,0.089286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.38235,0.5,0.11538,0.5,1,0.66667,0.33333,0.66667,0.19643,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1
0.33333,0.11765,0.5,0.054945,0.5,0.5,0,0,0.66667,0.125,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.20588,0.75,0.32967,0,0.5,0.66667,1,0,0.44643,1,0,1,1,0,0,0,1,0,0,1,0,1,0,-1
0,0.38235,1,0.32967,0.25,0.75,1,1,0.66667,0.089286,1,0.33333,0,0,0,0,1,1,0,1,0,0,0,1,-1
0,0.64706,1,0.32418,0,1,0.33333,1,1,0.69643,0.5,0.33333,0,0,0,0,1,1,0,0,0,0,1,0,1
1,0.10294,1,0.065934,0,0.25,0.33333,1,0.66667,0.28571,1,0.33333,0,0,0,1,0,1,0,0,1,0,0,0,-1
1,0.47059,0.5,0.11538,0.5,1,0.66667,1,0.66667,0.35714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.029412,0.5,0.065934,0.5,0,0.33333,0.33333,0.33333,0.071429,1,0,0,1,0,0,1,1,0,1,0,1,0,0,-1
1,0.10294,1,0.38462,0,0.5,0.66667,1,0.33333,0.35714,1,0.33333,0,0,0,1,0,1,0,0,1,0,1,0,-1
1,0.11765,0.5,0.1044,0.25,0.5,0.33333,0.33333,0,0.16071,1,0,0,0,0,0,0,0,1,0,1,0,0,1,-1
0.33333,0.29412,0.75,0.11538,1,0.25,0.66667,0.33333,0.33333,0.17857,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.33333,0.33824,0.75,0.31868,0,1,0.66667,0.33333,0.66667,0.19643,1,0.33333,0,1,0,0,1,1,0,0,1,0,0,0,-1
1,0.11765,0.5,0.060439,0,0.5,0.66667,0.33333,0.66667,0.10714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.20588,0.5,0.17582,1,0.5,0.66667,0,0.33333,0.21429,1,0,0,1,0,0,1,1,0,0,1,0,0,1,-1
0.33333,0.47059,0.75,0.10989,0,1,0.66667,1,1,0.67857,0,0.33333,0,1,0,1,0,1,0,0,0,0,0,1,1
1,0.029412,0.25,0.032967,1,0.5,0.66667,0.33333,0,0.125,0.5,0,1,0,0,1,0,0,0,0,1,0,1,0,-1
0.33333,0.11765,0.5,0.34615,1,0,0.66667,0,1,0.58929,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0.47059,1,0.51648,0,0.5,0.33333,0.33333,0.66667,0.21429,0.5,0.33333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.66667,0.20588,0.5,0.098901,0,1,0.33333,0.33333,0.66667,0.071429,1,0,0,0,0,1,0,1,0,0,1,0,0,0,-1
0,0.47059,1,0.32967,0,0.25,0.33333,1,1,0.071429,1,0.33333,0,1,0,0,0,0,1,1,0,0,1,0,1
0.33333,0.07353,0.5,0.065934,0,0.5,1,0,0,0.14286,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.16176,1,0.071429,1,1,0.66667,1,0,0.55357,1,0.33333,0,1,0,0,0,0,0,0,1,0,0,1,-1
0.33333,0.47059,0,0.098901,0,1,0.66667,1,1,0.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.33333,0.64706,0,0.78022,0,0.5,0.66667,0.33333,0.66667,0.10714,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.29412,0.5,0.16484,0,0.25,0.33333,1,0.33333,0.125,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.33824,0.5,0.27473,1,1,0.66667,1,0.33333,0.51786,1,1,1,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.11765,0.5,0.10989,0,0.25,0.33333,0.33333,0.66667,0.17857,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.11765,0.5,0.043956,0.75,0.5,1,0,0,0.053571,1,0,0,0,0,1,0,1,0,0,1,0,0,1,-1
1,0.47059,0.5,0.087912,0,0.5,0.66667,1,1,0.32143,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1,0.47059,0.5,0.12088,1,0.5,0.33333,1,0.66667,0.10714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.47059,0.5,0.43407,0,0.5,0.33333,0.33333,0.33333,0.19643,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1
1,0.044117,1,0.027473,1,1,0.66667,0.33333,0.33333,0.48214,1,0.33333,0,1,0,0,0,1,0,1,0,0,1,0,-1
0,0.058823,1,0.054945,0,1,0.66667,1,1,0.57143,0,0.33333,1,1,0,0,0,1,0,0,0,0,0,0,-1
0.33333,0.55882,1,0.31868,0,0.75,0.33333,0,0,0.39286,0,0.33333,0,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.47059,0.5,0.098901,1,1,0.66667,1,1,0.375,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.11765,1,0.071429,0,1,0.66667,1,1,0.83929,1,0.33333,0,0,0,0,1,1,0,0,0,0,0,0,-1
0,0.55882,0.5,0.20879,0,0.25,0.66667,0.66667,0.66667,0.26786,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0.33333,0.10294,0.75,0.25275,0,0.75,0.66667,1,0.33333,0.57143,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.73529,0,0.50549,1,0.5,0.66667,0.33333,0.33333,0.35714,1,0,1,0,0,0,1,1,0,0,1,0,1,0,-1
0.33333,0.38235,0.5,0.1978,0,0.25,1,0,0.33333,0.053571,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.29412,0.5,0.31319,1,0.25,0.33333,0,0.66667,0.44643,1,0.33333,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.16176,0.5,0.054945,0.5,1,0.66667,0.66667,0.33333,0.5,0.5,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.20588,0.5,0.076923,0.25,0.5,0.33333,1,0.33333,0.089286,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1
0,0.29412,0.5,0.087912,0,1,0.33333,1,0,0.69643,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
0,0.088236,0.5,0.11538,0,1,0.66667,1,0,0.58929,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.11765,1,0.065934,0,0.5,0.33333,0.33333,0,0.17857,1,0.33333,0,1,0,0,0,0,0,0,1,0,0,0,-1
0.33333,0.20588,1,0.060439,0,0.25,0.33333,0,0.33333,0.14286,1,0.33333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.33333,0.47059,0.5,0.68132,0.25,0.5,0.66667,1,1,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1
0,0.20588,0.5,0.10989,0.25,0.75,0.66667,0.66667,0.66667,0.19643,1,0,1,1,0,1,0,1,0,0,1,0,0,0,-1
0,0.11765,0,0.049451,0,0.75,0.66667,0.66667,0,0.16071,1,0.33333,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.11765,1,0.021978,0,1,0.66667,1,0,0.66071,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.11765,1,0.065934,0,1,0.66667,0.66667,0,0.625,1,0,0,0,0,0,1,1,0,0,1,0,0,1,-1
